Exp_TotalAmount,IsAffidavit,ExpCat_ID,Dept_ID,Submission_Gap,Is_Weekend,Is_Round_Number,Label,Log_Amount,HighAmt_NoReceipt,Amount_Tier,SameDay_NoReceipt,Gap_Ratio
21000.0,0,6,104,7,0,1,0,9.952325334619427,0,2,0,0.11666666666666667
23369.8,1,6,101,3,0,0,1,10.059242658868271,1,2,0,0.05
85500.0,0,1,103,16,0,1,1,11.356283350762888,0,3,0,0.26666666666666666
500.0,0,1,101,2,0,1,0,6.2166061010848646,0,0,0,0.03333333333333333
2835.34,0,7,101,18,0,0,0,7.950269767631148,0,1,0,0.3
3362.51,0,1,104,18,0,0,0,8.120740350554744,0,1,0,0.3
1000.0,0,2,104,59,0,1,0,6.90875477931522,0,1,0,0.9833333333333333
21028.03,0,3,105,26,1,0,0,9.953659143049046,0,2,0,0.43333333333333335
38955.18,0,1,102,21,0,0,0,10.570192703668011,0,2,0,0.35
4565.63,0,1,102,11,0,0,0,8.426530793918792,0,1,0,0.18333333333333332
2183.39,0,8,103,8,1,0,0,7.689091892351387,0,1,0,0.13333333333333333
99951.45,0,6,101,4,0,0,0,11.512449851884254,0,3,0,0.06666666666666667
2762.12,1,7,101,19,0,0,0,7.924115755033519,0,1,0,0.31666666666666665
3178.6,0,2,103,26,0,0,1,8.064510681698957,0,1,0,0.43333333333333335
43000.0,1,2,102,18,0,1,1,10.668978650219241,1,2,0,0.3
15856.11,0,3,104,60,0,0,0,9.67137325916494,0,2,0,1.0
561.23,1,3,102,13,0,0,0,6.331911018841698,0,0,0,0.21666666666666667
21110.81,0,1,105,6,0,0,0,9.957587878521595,0,2,0,0.1
53736.93,0,5,104,3,0,0,0,10.89187436263342,0,3,0,0.05
1430.5,0,8,102,24,0,0,0,7.266478124538169,0,1,0,0.4
4504.41,0,4,105,8,0,0,0,8.413034175890182,0,1,0,0.13333333333333333
7783.77,0,3,104,6,0,0,0,8.959924539836804,0,2,0,0.1
48500.0,0,3,102,40,1,1,0,10.789339695269716,0,2,0,0.6666666666666666
2721.54,0,1,102,18,0,0,0,7.909320547077512,0,1,0,0.3
3161.93,0,2,104,5,0,0,0,8.05925409217236,0,1,0,0.08333333333333333
16281.2,0,3,101,35,0,0,0,9.697827765561737,0,2,0,0.5833333333333334
4652.06,0,3,101,27,1,0,0,8.445280346668023,0,1,0,0.45
1387.82,0,4,101,30,0,0,0,7.236209744724053,0,1,0,0.5
4952.15,0,6,104,54,0,0,0,8.50777901680562,0,1,0,0.9
194.81,1,2,104,40,0,0,0,5.277144801315235,0,0,0,0.6666666666666666
86540.58,0,1,104,42,0,0,1,11.368380271065412,0,3,0,0.7
15919.95,0,1,104,23,1,0,0,9.675391130984824,0,2,0,0.38333333333333336
489.92,0,1,103,12,1,0,0,6.196281181729308,0,0,0,0.2
82182.31,0,4,103,29,0,0,0,11.316707519066053,0,3,0,0.48333333333333334
4000.0,0,6,101,9,0,1,0,8.294299608857235,0,1,0,0.15
4000.0,0,7,101,1,0,1,0,8.294299608857235,0,1,0,0.016666666666666666
3749.31,1,4,104,34,0,0,0,8.229593782214423,0,1,0,0.5666666666666667
37632.94,0,3,103,0,1,0,1,10.535661581800294,0,2,0,0.0
16718.98,0,1,103,35,0,0,1,9.724359690465729,0,2,0,0.5833333333333334
14857.72,0,3,104,9,0,0,0,9.60634217728043,0,2,0,0.15
3685.02,0,2,104,5,0,0,0,8.212302564151022,0,1,0,0.08333333333333333
3661.9,0,6,103,0,0,0,0,8.206010462378861,0,1,0,0.0
969.85,0,3,103,22,0,0,0,6.878171976440463,0,0,0,0.36666666666666664
106000.0,0,2,102,5,0,1,1,11.571203807011969,0,4,0,0.08333333333333333
4500.0,0,2,101,3,1,1,0,8.412054873292933,0,1,0,0.05
38177.5,0,1,102,13,0,0,0,10.550027808922838,0,2,0,0.21666666666666667
31500.0,0,7,101,14,0,1,0,10.357774570341576,0,2,0,0.23333333333333334
4794.45,0,1,102,0,0,0,0,8.475422830672194,0,1,0,0.0
1867.09,0,1,105,13,0,0,0,7.532671797499695,0,1,0,0.21666666666666667
1500.0,0,1,102,0,1,1,1,7.313886831633462,0,1,0,0.0
8190.29,0,6,101,46,0,0,0,9.01082667360136,0,2,0,0.7666666666666667
207466.95,0,4,102,54,0,0,1,12.242732148891726,0,4,0,0.9
2252.5,0,4,102,16,0,0,0,7.720239842130703,0,1,0,0.26666666666666666
207139.59,0,2,104,4,0,0,1,12.241153020453963,0,4,0,0.06666666666666667
1189.36,0,1,103,2,1,0,0,7.082011061363724,0,1,0,0.03333333333333333
4942.89,1,6,104,22,0,0,0,8.505907749699071,0,1,0,0.36666666666666664
64486.82,0,1,104,2,1,0,1,11.07423164774257,0,3,0,0.03333333333333333
59709.17,0,1,102,19,0,0,1,10.997257636631273,0,3,0,0.31666666666666665
4806.74,0,4,104,4,0,0,0,8.477982398213753,0,1,0,0.06666666666666667
8000.0,0,1,101,24,0,1,0,8.987321812850125,0,2,0,0.4
65220.47,0,1,101,21,0,0,1,11.085543988187744,0,3,0,0.35
33274.71,0,6,101,4,1,0,0,10.41258298037602,0,2,0,0.06666666666666667
19991.33,0,3,104,11,0,0,0,9.903103978981196,0,2,0,0.18333333333333332
4437.39,0,2,103,15,1,0,0,8.398046977053808,0,1,0,0.25
2157.38,0,2,101,14,0,0,0,7.677113219287507,0,1,0,0.23333333333333334
11435.23,0,5,103,19,0,0,0,9.344541665167208,0,2,0,0.31666666666666665
3500.0,1,1,101,12,0,1,0,8.160803920954665,0,1,0,0.2
3000.0,0,1,104,28,1,1,0,8.006700845440367,0,1,0,0.4666666666666667
1785.95,0,4,103,0,1,0,0,7.48826553491348,0,1,0,0.0
2049.52,0,4,102,21,1,0,0,7.625848698503152,0,1,0,0.35
2000.0,0,8,102,22,0,1,1,7.601402334583733,0,1,0,0.36666666666666664
719.02,1,2,104,3,0,0,0,6.579278989402083,0,0,0,0.05
1224.81,0,1,102,19,0,0,0,7.111357128956029,0,1,0,0.31666666666666665
2733.9,0,4,101,34,1,0,0,7.913850151116338,0,1,0,0.5666666666666667
56173.02,0,4,101,43,0,0,1,10.936209651418489,0,3,0,0.7166666666666667
46000.0,0,1,105,0,1,1,1,10.736418414365376,0,2,0,0.0
1978.43,0,4,105,57,0,0,0,7.590564203455649,0,1,0,0.95
3287.53,1,1,104,2,0,0,0,8.098195935400113,0,1,0,0.03333333333333333
870.54,1,6,102,24,0,0,0,6.770261761784023,0,0,0,0.4
23000.0,0,6,105,22,0,1,0,10.043292972227004,0,2,0,0.36666666666666664
39266.58,0,3,104,4,0,0,0,10.578154521023318,0,2,0,0.06666666666666667
29161.86,0,8,104,16,0,0,0,10.280651260874151,0,2,0,0.26666666666666666
14533.5,0,8,103,50,0,0,1,9.58428041267649,0,2,0,0.8333333333333334
2294.33,1,1,102,5,0,0,0,7.7386319030074056,0,1,0,0.08333333333333333
3021.29,0,2,101,26,1,0,0,8.013770101166989,0,1,0,0.43333333333333335
4185.01,0,4,105,50,1,0,0,8.339503291918524,0,1,0,0.8333333333333334
3500.0,0,1,103,2,0,1,0,8.160803920954665,0,1,0,0.03333333333333333
4720.03,0,3,101,39,0,0,0,8.459782275111989,0,1,0,0.65
41939.01,1,2,102,40,0,0,1,10.643995542891743,1,2,0,0.6666666666666666
1500.0,0,8,103,13,0,1,0,7.313886831633462,0,1,0,0.21666666666666667
8474.21,0,3,101,9,0,0,0,9.044900710702725,0,2,0,0.15
0.0,0,5,105,0,0,1,0,0.0,0,0,0,0.0
1460.18,0,3,104,41,0,0,0,7.286999607447219,0,1,0,0.6833333333333333
35791.81,0,1,104,2,0,0,0,10.485502314229315,0,2,0,0.03333333333333333
1500.0,0,6,102,29,0,1,0,7.313886831633462,0,1,0,0.48333333333333334
3542.63,0,1,104,28,1,0,0,8.172906904468855,0,1,0,0.4666666666666667
3490.97,0,1,103,16,1,0,0,8.158221325857298,0,1,0,0.26666666666666666
8798.77,0,2,104,13,0,0,0,9.0824808637611,0,2,0,0.21666666666666667
2591.91,0,5,101,0,0,0,0,7.86053607610483,0,1,0,0.0
91533.21,0,2,102,10,0,0,0,11.424468061169405,0,3,0,0.16666666666666666
228658.71,1,1,101,8,0,0,1,12.339990194836608,1,4,0,0.13333333333333333
17860.43,0,2,103,15,1,0,0,9.790398918414533,0,2,0,0.25
1576.35,0,2,102,28,0,0,0,7.363501502731064,0,1,0,0.4666666666666667
12057.88,0,1,101,0,0,0,1,9.397556596980193,0,2,0,0.0
4899.91,1,4,101,5,0,0,0,8.497176181141668,0,1,0,0.08333333333333333
85848.62,0,1,103,4,0,0,0,11.360352439990839,0,3,0,0.06666666666666667
2500.0,1,2,101,14,1,1,0,7.824445930877619,0,1,0,0.23333333333333334
138.19,1,4,105,3,0,0,0,4.935839906239309,0,0,0,0.05
991.02,0,5,103,5,0,0,0,6.899743268371959,0,0,0,0.08333333333333333
6864.11,0,2,102,23,0,0,0,8.834207341380328,0,2,0,0.38333333333333336
76604.76,0,2,103,7,1,0,0,11.246427548724073,0,3,0,0.11666666666666667
958.68,0,2,101,14,0,0,0,6.866599895560644,0,0,0,0.23333333333333334
1500.0,1,8,105,53,1,1,1,7.313886831633462,0,1,0,0.8833333333333333
40500.0,0,1,103,27,0,1,0,10.609081944147828,0,2,0,0.45
16539.79,0,1,104,25,0,0,0,9.713584730435857,0,2,0,0.4166666666666667
44511.26,0,3,101,0,1,0,1,10.703519935827606,0,2,0,0.0
3208.36,0,1,103,10,0,0,1,8.073826819298795,0,1,0,0.16666666666666666
49179.67,0,1,103,24,0,0,0,10.803255939101541,0,2,0,0.4
74000.0,0,1,105,1,0,1,1,11.211833885608513,0,3,0,0.016666666666666666
507.66,0,4,103,3,0,0,0,6.231779816930511,0,0,0,0.05
3973.68,0,4,103,5,1,0,0,8.287699520703226,0,1,0,0.08333333333333333
1467.52,1,4,102,14,0,0,0,7.292010369885395,0,1,0,0.23333333333333334
4000.0,0,5,102,0,0,1,0,8.294299608857235,0,1,0,0.0
29500.0,0,2,103,16,0,1,0,10.292179440058462,0,2,0,0.26666666666666666
4261.19,0,7,102,25,0,0,0,8.35753839167429,0,1,0,0.4166666666666667
4000.0,0,5,101,57,1,1,0,8.294299608857235,0,1,0,0.95
3618.82,0,6,105,10,0,0,0,8.194179579826644,0,1,0,0.16666666666666666
60500.0,0,5,105,12,0,1,0,11.010415172807951,0,3,0,0.2
48549.83,0,2,101,49,0,0,0,10.790366569350889,0,2,0,0.8166666666666667
1769.75,1,2,103,5,0,0,0,7.479158464633732,0,1,0,0.08333333333333333
18667.25,1,3,101,31,0,0,1,9.834579498880615,1,2,0,0.5166666666666667
1582.84,0,1,104,4,0,0,0,7.367607557171497,0,1,0,0.06666666666666667
38000.0,0,3,102,29,0,1,0,10.545367754151743,0,2,0,0.48333333333333334
14930.28,0,1,104,60,0,0,1,9.611213620280976,0,2,0,1.0
4862.43,0,1,104,1,0,0,0,8.489499229279012,0,1,0,0.016666666666666666
137336.89,0,7,104,0,0,0,1,11.830199518724774,0,4,0,0.0
3500.0,0,5,101,1,0,1,0,8.160803920954665,0,1,0,0.016666666666666666
17808.65,0,4,105,14,0,0,0,9.787495724209641,0,2,0,0.23333333333333334
4500.0,0,2,102,8,0,1,0,8.412054873292933,0,1,0,0.13333333333333333
19393.17,0,4,101,18,0,0,0,9.872727784423681,0,2,0,0.3
1000.0,0,7,103,0,0,1,0,6.90875477931522,0,1,0,0.0
174.83,0,4,102,24,0,0,0,5.169517619156448,0,0,0,0.4
4844.01,0,4,105,12,0,0,0,8.485704588306225,0,1,0,0.2
153810.92,0,3,104,14,0,0,1,11.943485836301434,0,4,0,0.23333333333333334
4081.77,0,2,102,59,0,0,0,8.314530958603846,0,1,0,0.9833333333333333
28877.75,0,5,105,34,0,0,0,10.27086130952157,0,2,0,0.5666666666666667
3705.23,0,8,102,3,0,0,1,8.217770466441426,0,1,0,0.05
22205.89,0,3,103,2,0,0,0,10.008157880068918,0,2,0,0.03333333333333333
4654.35,0,3,102,9,0,0,0,8.445772374854618,0,1,0,0.15
9500.0,0,3,105,4,1,1,1,9.15915233520675,0,2,0,0.06666666666666667
70382.66,0,3,101,1,0,0,0,11.161716412933506,0,3,0,0.016666666666666666
251.71,0,8,101,47,0,0,0,5.532242586226923,0,0,0,0.7833333333333333
289.54,0,5,102,24,0,0,0,5.671741260444738,0,0,0,0.4
74500.0,0,2,105,26,0,1,0,11.218567827096358,0,3,0,0.43333333333333335
4191.4,0,2,105,22,0,0,1,8.341028641296022,0,1,0,0.36666666666666664
4253.3,0,3,104,3,0,0,0,8.35568551513541,0,1,0,0.05
2000.0,1,1,105,4,0,1,0,7.601402334583733,0,1,0,0.06666666666666667
30500.0,0,4,105,60,0,1,0,10.32551474894327,0,2,0,1.0
79632.0,0,6,103,23,0,0,0,11.28518385878521,0,3,0,0.38333333333333336
44000.0,0,5,102,18,0,1,0,10.691967639914864,0,2,0,0.3
8023.6,0,1,104,0,0,0,0,8.99026710251919,0,2,0,0.0
785.05,0,5,104,1,0,0,0,6.6670204036375225,0,0,0,0.016666666666666666
1874.95,0,5,102,4,0,0,0,7.536870476758962,0,1,0,0.06666666666666667
2821.59,1,2,101,0,1,0,1,7.945410182140781,0,1,1,0.0
2737.49,1,4,104,18,0,0,0,7.915161952583002,0,1,0,0.3
4000.0,0,4,102,0,0,1,0,8.294299608857235,0,1,0,0.0
39571.74,0,6,105,12,1,0,0,10.585895776359243,0,2,0,0.2
592.27,0,1,102,14,0,0,0,6.3856496073477,0,0,0,0.23333333333333334
1199.6,1,1,101,10,0,0,0,7.090576710817743,0,1,0,0.16666666666666666
2021.57,0,3,105,3,0,0,0,7.612124258964121,0,1,0,0.05
1552.35,0,1,101,3,0,0,0,7.348169168007754,0,1,0,0.05
2000.0,0,3,101,1,1,1,0,7.601402334583733,0,1,0,0.016666666666666666
0.0,0,6,103,27,1,1,0,0.0,0,0,0,0.45
0.0,1,1,105,7,0,1,0,0.0,0,0,0,0.11666666666666667
4000.0,0,3,101,10,0,1,0,8.294299608857235,0,1,0,0.16666666666666666
12119.69,0,8,102,5,0,0,0,9.402669188695885,0,2,0,0.08333333333333333
89500.0,0,3,104,5,0,1,0,11.402005077384885,0,3,0,0.08333333333333333
30308.71,0,3,105,13,1,0,0,10.31922340220667,0,2,0,0.21666666666666667
26500.0,0,4,103,0,0,1,1,10.184937747111391,0,2,0,0.0
57666.73,0,1,101,6,0,0,0,10.962453023948163,0,3,0,0.1
164.99,1,1,101,47,0,0,0,5.111927545578128,0,0,0,0.7833333333333333
47903.66,0,5,102,9,0,0,0,10.776968064679556,0,2,0,0.15
4193.25,0,3,101,23,0,0,0,8.34146981865051,0,1,0,0.38333333333333336
4607.78,0,2,104,29,0,0,0,8.43571845888437,0,1,0,0.48333333333333334
401.77,1,1,101,31,0,0,0,5.998365679421281,0,0,0,0.5166666666666667
251.45,0,6,103,7,0,0,0,5.531213209304925,0,0,0,0.11666666666666667
30211.49,0,1,104,30,0,0,1,10.316010694022854,0,2,0,0.5
3854.82,0,5,103,23,1,0,0,8.257338974142943,0,1,0,0.38333333333333336
17986.1,0,3,101,41,0,0,0,9.797410113283318,0,2,0,0.6833333333333333
77262.13,0,4,104,3,0,0,0,11.25497214795467,0,3,0,0.05
4455.82,0,2,104,23,1,0,0,8.402190786221219,0,1,0,0.38333333333333336
4387.25,0,1,104,24,0,0,0,8.386685793336456,0,1,0,0.4
3384.42,1,4,101,10,0,0,0,8.127233254458938,0,1,0,0.16666666666666666
903.67,0,5,101,0,0,0,0,6.807570236318296,0,0,0,0.0
187875.13,0,1,105,19,0,0,1,12.14353814167458,0,4,0,0.31666666666666665
33710.16,0,3,102,5,0,0,0,10.425584218790016,0,2,0,0.08333333333333333
7293.24,0,3,102,19,0,0,0,8.89484027458382,0,2,0,0.31666666666666665
3921.66,0,2,103,39,0,0,0,8.274525274087587,0,1,0,0.65
41075.53,0,4,104,3,0,0,0,10.62319219114662,0,2,0,0.05
42500.0,0,1,105,16,0,1,0,10.657282884047461,0,2,0,0.26666666666666666
2367.85,0,3,102,7,0,0,0,7.77015988429849,0,1,0,0.11666666666666667
3995.53,1,1,105,26,0,0,1,8.293181763606146,0,1,0,0.43333333333333335
353.02,1,3,101,4,0,0,0,5.86935340871301,0,0,0,0.06666666666666667
1866.85,0,2,103,21,0,0,0,7.53254331577872,0,1,0,0.35
70033.65,0,3,104,25,0,0,0,11.15674539855941,0,3,0,0.4166666666666667
36819.57,0,3,101,1,0,0,0,10.513811935384245,0,2,0,0.016666666666666666
0.0,0,7,101,20,0,1,0,0.0,0,0,0,0.3333333333333333
78192.98,0,3,102,23,0,0,0,11.266947941472942,0,3,0,0.38333333333333336
3930.57,1,6,105,22,0,0,0,8.276794116182133,0,1,0,0.36666666666666664
3769.94,1,2,103,60,0,0,1,8.235079586232812,0,1,0,1.0
97500.0,0,2,105,7,0,1,0,11.487617913343598,0,3,0,0.11666666666666667
55000.0,0,1,104,0,0,1,1,10.915106645867503,0,3,0,0.0
31431.92,0,3,103,19,0,0,0,10.355611030344184,0,2,0,0.31666666666666665
3242.25,1,5,104,25,0,0,0,8.084331192451122,0,1,0,0.4166666666666667
133983.01,0,6,101,7,0,0,1,11.805475743454645,0,4,0,0.11666666666666667
16000.0,1,4,101,1,0,1,1,9.680406499268875,1,2,0,0.016666666666666666
43126.86,0,4,105,4,0,0,0,10.671924470975243,0,2,0,0.06666666666666667
322.75,1,1,104,11,1,0,0,5.779971613013747,0,0,0,0.18333333333333332
2397.45,0,1,102,0,0,0,0,7.78257797436252,0,1,0,0.0
9500.0,0,6,103,2,0,1,0,9.15915233520675,0,2,0,0.03333333333333333
97118.68,0,1,103,35,1,0,1,11.48369931139498,0,3,0,0.5833333333333334
33661.72,0,1,105,16,0,0,0,10.424146272560808,0,2,0,0.26666666666666666
3500.0,0,7,103,4,0,1,0,8.160803920954665,0,1,0,0.06666666666666667
41500.0,0,8,102,2,0,1,0,10.633472802314019,0,2,0,0.03333333333333333
4636.95,1,4,102,21,1,0,0,8.442027737248527,0,1,0,0.35
1507.22,0,2,102,21,0,0,0,7.31868542652136,0,1,0,0.35
1000.0,0,6,104,4,1,1,0,6.90875477931522,0,1,0,0.06666666666666667
998.84,0,2,105,11,0,0,0,6.907595266180771,0,0,0,0.18333333333333332
27632.9,0,3,103,0,0,0,0,10.226798558879517,0,2,0,0.0
1106.25,0,2,102,5,0,0,0,7.009634742803308,0,1,0,0.08333333333333333
4000.0,0,7,102,26,0,1,0,8.294299608857235,0,1,0,0.43333333333333335
97005.76,0,7,104,16,0,0,0,11.482535945778883,0,3,0,0.26666666666666666
18975.07,0,4,104,16,0,0,0,9.850933990660799,0,2,0,0.26666666666666666
2694.6,0,1,101,25,0,0,0,7.899376093072062,0,1,0,0.4166666666666667
1500.0,0,3,101,18,0,1,0,7.313886831633462,0,1,0,0.3
6477.45,0,2,103,0,0,0,0,8.776236563203163,0,2,0,0.0
3000.0,0,7,101,0,0,1,0,8.006700845440367,0,1,0,0.0
3500.0,0,1,105,25,0,1,1,8.160803920954665,0,1,0,0.4166666666666667
3069.01,0,1,102,18,1,0,0,8.029436097904927,0,1,0,0.3
2354.89,0,5,101,34,0,0,0,7.764673854377593,0,1,0,0.5666666666666667
48884.25,0,3,105,57,0,0,0,10.797230993969858,0,2,0,0.95
3611.02,0,6,101,16,0,0,0,8.192022451620106,0,1,0,0.26666666666666666
1947.47,0,1,102,23,0,0,0,7.574799728201422,0,1,0,0.38333333333333336
2242.57,0,6,101,2,0,0,0,7.71582362617734,0,1,0,0.03333333333333333
901.99,0,1,101,13,0,0,0,6.805711479158545,0,0,0,0.21666666666666667
3000.0,0,1,101,1,0,1,0,8.006700845440367,0,1,0,0.016666666666666666
55694.43,0,3,101,26,0,0,0,10.927653375870728,0,3,0,0.43333333333333335
4953.51,0,2,101,0,0,0,0,8.508053551864059,0,1,0,0.0
804.31,0,4,101,10,0,0,0,6.691227296456922,0,0,0,0.16666666666666666
1500.0,0,1,103,8,0,1,1,7.313886831633462,0,1,0,0.13333333333333333
27679.94,0,1,104,4,0,0,0,10.228499368692566,0,2,0,0.06666666666666667
1500.0,1,5,102,27,0,1,0,7.313886831633462,0,1,0,0.45
78106.98,0,2,102,49,0,0,1,11.265847507304636,0,3,0,0.8166666666666667
35500.0,0,4,103,23,0,1,0,10.477316144080852,0,2,0,0.38333333333333336
966.07,0,5,105,3,0,0,0,6.874270881664787,0,0,0,0.05
16000.0,0,1,105,27,1,1,0,9.680406499268875,0,2,0,0.45
595.91,0,5,101,29,0,0,0,6.391766348259266,0,0,0,0.48333333333333334
77194.57,0,2,101,1,1,0,0,11.254097350946687,0,3,0,0.016666666666666666
93903.81,0,3,102,14,0,0,0,11.45003688859155,0,3,0,0.23333333333333334
1962.53,0,1,102,14,1,0,1,7.582499152740152,0,1,0,0.23333333333333334
13828.55,0,6,103,3,0,0,1,9.534562886168478,0,2,0,0.05
2362.35,0,4,102,26,0,0,0,7.767835383019374,0,1,0,0.43333333333333335
2303.04,0,3,101,16,0,0,0,7.74241938277619,0,1,0,0.26666666666666666
34091.51,0,8,102,6,0,0,0,10.436832991051592,0,2,0,0.1
60006.7,1,2,103,35,0,0,1,11.002228166303553,1,3,0,0.5833333333333334
4337.94,0,7,101,48,0,0,0,8.375385357631759,0,1,0,0.8
29603.97,0,5,105,3,0,0,0,10.295697531623022,0,2,0,0.05
8500.0,0,7,101,21,0,1,0,9.04793908261736,0,2,0,0.35
4543.49,0,7,105,27,1,0,0,8.421670789094307,0,1,0,0.45
18909.57,0,8,101,5,0,0,0,9.847476303979816,0,2,0,0.08333333333333333
31000.0,1,1,105,19,0,1,1,10.34177474101152,1,2,0,0.31666666666666665
29969.55,0,6,105,20,0,0,0,10.307970511827337,0,2,0,0.3333333333333333
161500.0,0,6,105,14,0,1,1,11.992266613576142,0,4,0,0.23333333333333334
1768.95,0,4,104,43,0,0,0,7.478706576581305,0,1,0,0.7166666666666667
4079.62,0,2,104,30,0,0,0,8.31400421663765,0,1,0,0.5
1058.49,1,8,104,0,0,0,1,6.965542939249465,0,1,1,0.0
3500.0,0,2,104,27,0,1,0,8.160803920954665,0,1,0,0.45
732.84,1,3,101,13,0,0,0,6.5982910212014,0,0,0,0.21666666666666667
77843.25,0,4,103,24,1,0,0,11.262465314547207,0,3,0,0.4
2552.48,0,1,103,14,1,0,0,7.845212413670105,0,1,0,0.23333333333333334
9058.3,1,5,105,6,0,0,1,9.111547133358952,0,2,0,0.1
3723.2,1,1,103,0,0,0,1,8.222607342647661,0,1,1,0.0
3083.72,0,5,102,13,0,0,0,8.034216170469985,0,1,0,0.21666666666666667
45507.82,0,6,104,54,0,0,0,10.72566143230715,0,2,0,0.9
45220.49,0,2,102,19,0,0,0,10.719327695311234,0,2,0,0.31666666666666665
1000.0,0,5,101,22,0,1,0,6.90875477931522,0,1,0,0.36666666666666664
65000.0,0,1,103,45,0,1,1,11.082157933374816,0,3,0,0.75
1683.8,0,6,102,1,0,0,1,7.429402141379711,0,1,0,0.016666666666666666
3034.35,0,8,102,28,0,0,0,8.018082018096674,0,1,0,0.4666666666666667
1117.21,0,1,102,8,0,0,0,7.0194844714965745,0,1,0,0.13333333333333333
34301.75,1,5,102,0,0,0,0,10.442980804867307,1,2,1,0.0
3000.0,1,3,102,5,1,1,1,8.006700845440367,0,1,0,0.08333333333333333
40500.0,0,4,102,30,0,1,0,10.609081944147828,0,2,0,0.5
4856.85,0,5,104,1,0,0,0,8.48835123218134,0,1,0,0.016666666666666666
1816.4,0,3,102,23,1,0,0,7.505162187261247,0,1,0,0.38333333333333336
86644.68,0,4,105,8,0,0,0,11.369582438159425,0,3,0,0.13333333333333333
4000.0,1,2,105,7,1,1,1,8.294299608857235,0,1,0,0.11666666666666667
3039.04,0,2,103,57,0,0,0,8.01962595220844,0,1,0,0.95
4105.22,0,6,102,39,0,0,0,8.320258176270158,0,1,0,0.65
2231.62,0,1,103,52,0,0,0,7.710931062705876,0,1,0,0.8666666666666667
1835.49,0,4,105,14,1,0,0,7.515611420104685,0,1,0,0.23333333333333334
3000.0,0,1,104,1,0,1,0,8.006700845440367,0,1,0,0.016666666666666666
11500.0,1,6,104,9,0,1,1,9.350189267092581,1,2,0,0.15
2500.0,0,4,103,36,0,1,0,7.824445930877619,0,1,0,0.6
1461.33,0,3,104,11,0,0,0,7.287786333033459,0,1,0,0.18333333333333332
31369.56,0,2,102,9,0,0,0,10.35362515247582,0,2,0,0.15
502.73,0,3,104,16,0,0,0,6.2220404102394875,0,0,0,0.26666666666666666
47952.56,0,8,101,17,0,0,0,10.777988321559805,0,2,0,0.2833333333333333
45500.0,0,3,104,11,0,1,0,10.725489582719506,0,2,0,0.18333333333333332
4500.0,0,3,105,2,0,1,0,8.412054873292933,0,1,0,0.03333333333333333
1000.0,1,5,101,7,0,1,0,6.90875477931522,0,1,0,0.11666666666666667
2000.0,0,2,103,26,0,1,0,7.601402334583733,0,1,0,0.43333333333333335
1597.11,0,3,101,26,0,0,0,7.376576960002184,0,1,0,0.43333333333333335
3500.0,0,2,104,3,0,1,1,8.160803920954665,0,1,0,0.05
43000.0,0,1,101,12,0,1,0,10.668978650219241,0,2,0,0.2
27802.13,0,5,105,22,0,0,0,10.232903883269016,0,2,0,0.36666666666666664
1897.95,0,6,101,40,0,0,0,7.549056380818472,0,1,0,0.6666666666666666
79000.0,0,7,105,38,0,1,1,11.277215789596893,0,3,0,0.6333333333333333
1000.0,0,7,104,23,1,1,0,6.90875477931522,0,1,0,0.38333333333333336
59500.0,0,3,103,9,1,1,1,10.993748398115178,0,3,0,0.15
